Id,Name,aforza__Account__c,aforza__Attribute__c,aforza__Product__c,aforza__Value__c,aforza__Account__r.Name,aforza__Attribute__r.aforza__Code__c,aforza__Product__r.StockKeepingUnit
a0A2z000000B0cyEAC,AAS-00000713,0012z00000CGK3zAAH,a0C2z000000B59OEAS,,England,GRILLAZ,AA-0010,
a0A2z000000B0czEAC,AAS-00000714,0012z00000CGK40AAH,a0C2z000000B59OEAS,,England,TONG STREET POST OFFICE,AA-0010,
a0A2z000000B0d0EAC,AAS-00000715,0012z00000CGK41AAH,a0C2z000000B59OEAS,,England,WOODSIDE FOOD & WINE STORE,AA-0010,
a0A2z000000B0d1EAC,AAS-00000716,0012z00000CGK42AAH,a0C2z000000B59OEAS,,England,EURO GROCERS,AA-0010,
a0A2z000000B0d2EAC,AAS-00000717,0012z00000CGK43AAH,a0C2z000000B59OEAS,,England,UR RIGHT CHOICE,AA-0010,
a0A2z000000B0d3EAC,AAS-00000718,0012z00000CGK44AAH,a0C2z000000B59OEAS,,England,BEST FOOD,AA-0010,
a0A2z000000B0d4EAC,AAS-00000719,0012z00000CGK45AAH,a0C2z000000B59OEAS,,England,BEIGHTON CONVENIENCE STORE PREMIER EXPRESS,AA-0010,
a0A2z000000B0d5EAC,AAS-00000720,0012z00000CGK46AAH,a0C2z000000B59OEAS,,England,LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0d6EAC,AAS-00000721,0012z00000CGK47AAH,a0C2z000000B59OEAS,,England,GO LOCAL XTRA,AA-0010,
a0A2z000000B0d7EAC,AAS-00000722,0012z00000CGK48AAH,a0C2z000000B59OEAS,,England,WISTASTON VILLAGE STORE,AA-0010,
a0A2z000000B0d8EAC,AAS-00000723,0012z00000CGK49AAH,a0C2z000000B59OEAS,,England,SWEET AMERICAN DREAM,AA-0010,
a0A2z000000B0d9EAC,AAS-00000724,0012z00000CGK4AAAX,a0C2z000000B59OEAS,,England,MOOREND LANE CONVENIENCE STORE,AA-0010,
a0A2z000000B0dAEAS,AAS-00000725,0012z00000CGK4CAAX,a0C2z000000B59OEAS,,England,V K SONS,AA-0010,
a0A2z000000B0dBEAS,AAS-00000726,0012z00000CGK4EAAX,a0C2z000000B59OEAS,,England,SWEET CRAZE,AA-0010,
a0A2z000000B0dCEAS,AAS-00000727,0012z00000CGK4FAAX,a0C2z000000B59OEAS,,England,NISA,AA-0010,
a0A2z000000B0dDEAS,AAS-00000728,0012z00000CGK4GAAX,a0C2z000000B59OEAS,,England,SPAR,AA-0010,
a0A2z000000B0dEEAS,AAS-00000729,0012z00000CGK4IAAX,a0C2z000000B59OEAS,,England,BRIGG CONVENIENCE STORE,AA-0010,
a0A2z000000B0dFEAS,AAS-00000730,0012z00000CGK4KAAX,a0C2z000000B59OEAS,,England,AL-FALAH SUPERMARKETS LTD,AA-0010,
a0A2z000000B0dGEAS,AAS-00000731,0012z00000CGK4OAAX,a0C2z000000B59OEAS,,England,KINGSTON CONVENIENCE STORE,AA-0010,
a0A2z000000B0dHEAS,AAS-00000732,0012z00000CGK4PAAX,a0C2z000000B59OEAS,,England,METRO STORE,AA-0010,
a0A2z000000B0myEAC,AAS-00001333,0012z00000CGKAHAA5,a0C2z000000B59OEAS,,England,NEWBOLD GENERAL STORE,AA-0010,
a0A2z000000B0mzEAC,AAS-00001334,0012z00000CGKAIAA5,a0C2z000000B59OEAS,,England,WITHINGTON GROCERS LTD,AA-0010,
a0A2z000000B0n0EAC,AAS-00001335,0012z00000CGKAJAA5,a0C2z000000B59OEAS,,England,HECKEY STORES,AA-0010,
a0A2z000000B0n1EAC,AAS-00001336,0012z00000CGKALAA5,a0C2z000000B59OEAS,,England,BP-PUDSEY ROAD,AA-0010,
a0A2z000000B0n2EAC,AAS-00001337,0012z00000CGKAMAA5,a0C2z000000B59OEAS,,England,NOWELL FORECOURTS LTD T/A RIVERSIDE STATION,AA-0010,
a0A2z000000B0n3EAC,AAS-00001338,0012z00000CGKANAA5,a0C2z000000B59OEAS,,England,BP - NOWELL SERVICE STATION,AA-0010,
a0A2z000000B0n4EAC,AAS-00001339,0012z00000CGKAOAA5,a0C2z000000B59OEAS,,England,K & K CONVENIENCE,AA-0010,
a0A2z000000B0n5EAC,AAS-00001340,0012z00000CGKAPAA5,a0C2z000000B59OEAS,,England,ONE SHOP UK,AA-0010,
a0A2z000000B0n6EAC,AAS-00001341,0012z00000CGKAUAA5,a0C2z000000B59OEAS,,England,WRIGHT NEWS,AA-0010,
a0A2z000000B0n7EAC,AAS-00001342,0012z00000CGKAVAA5,a0C2z000000B59OEAS,,England,WIBSEY CONV STORE,AA-0010,
a0A2z000000B0n8EAC,AAS-00001343,0012z00000CGKAWAA5,a0C2z000000B59OEAS,,England,PACY 4 QUALITY LTD,AA-0010,
a0A2z000000B0n9EAC,AAS-00001344,0012z00000CGKAXAA5,a0C2z000000B59OEAS,,England,CENTRAL CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0nAEAS,AAS-00001345,0012z00000CGKAYAA5,a0C2z000000B59OEAS,,England,FAIRBROTHERS BISCUITS,AA-0010,
a0A2z000000B0nBEAS,AAS-00001346,0012z00000CGKAaAAP,a0C2z000000B59OEAS,,England,AKASH CHECKOUT LTD,AA-0010,
a0A2z000000B0nCEAS,AAS-00001347,0012z00000CGKAbAAP,a0C2z000000B59OEAS,,England,LAKE BARGAIN,AA-0010,
a0A2z000000B0nDEAS,AAS-00001348,0012z00000CGKAcAAP,a0C2z000000B59OEAS,,England,CHOUDRYS CASH & CARRY LTD,AA-0010,
a0A2z000000B0nEEAS,AAS-00001349,0012z00000CGKAdAAP,a0C2z000000B59OEAS,,England,MATPHIL CONVENIENCE STORE LLP,AA-0010,
a0A2z000000B0nFEAS,AAS-00001350,0012z00000CGKAeAAP,a0C2z000000B59OEAS,,England,NEKAA LTD (topshop),AA-0010,
a0A2z000000B0nGEAS,AAS-00001351,0012z00000CGKAfAAP,a0C2z000000B59OEAS,,England,BARGAIN SPOT,AA-0010,
a0A2z000000B0nHEAS,AAS-00001352,0012z00000CGKCoAAP,a0C2z000000B59OEAS,,England,YARD & COOP,AA-0010,
a0A2z000000B0nIEAS,AAS-00001353,0012z00000CGKCpAAP,a0C2z000000B59OEAS,,England,ROYTON KORNER SHOP,AA-0010,
a0A2z000000B0nJEAS,AAS-00001354,0012z00000CGKCqAAP,a0C2z000000B59OEAS,,England,FAMILY SHOPPER,AA-0010,
a0A2z000000B0nKEAS,AAS-00001355,0012z00000CGKCrAAP,a0C2z000000B59OEAS,,England,TODAY'S LOCAL,AA-0010,
a0A2z000000B0nLEAS,AAS-00001356,0012z00000CGKCsAAP,a0C2z000000B59OEAS,,England,PREMIER C&M,AA-0010,
a0A2z000000B0nMEAS,AAS-00001357,0012z00000CGKCtAAP,a0C2z000000B59OEAS,,England,ADR OFF LICENCE,AA-0010,
a0A2z000000B0nNEAS,AAS-00001358,0012z00000CGKCuAAP,a0C2z000000B59OEAS,,England,QUALITY FOOD STORE,AA-0010,
a0A2z000000B0nOEAS,AAS-00001359,0012z00000CGKCvAAP,a0C2z000000B59OEAS,,England,RUBAN CONVENIENCE STORE,AA-0010,
a0A2z000000B0nPEAS,AAS-00001360,0012z00000CGKCwAAP,a0C2z000000B59OEAS,,England,SPAR,AA-0010,
a0A2z000000B0nQEAS,AAS-00001361,0012z00000CGKCyAAP,a0C2z000000B59OEAS,,England,SG STORES LTD,AA-0010,
a0A2z000000B0nREAS,AAS-00001362,0012z00000CGKCzAAP,a0C2z000000B59OEAS,,England,HOMEWOOD PREMIER,AA-0010,
a0A2z000000B0nSEAS,AAS-00001363,0012z00000CGKD0AAP,a0C2z000000B59OEAS,,England,TINGLEY MONEYSAVER LTD,AA-0010,
a0A2z000000B0nTEAS,AAS-00001364,0012z00000CGKD2AAP,a0C2z000000B59OEAS,,England,BIG BREKKIE,AA-0010,
a0A2z000000B0nUEAS,AAS-00001365,0012z00000CGKD3AAP,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0nVEAS,AAS-00001366,0012z00000CGKD4AAP,a0C2z000000B59OEAS,,England,MANCHESTER SUPERSTORE - OL8 1AA,AA-0010,
a0A2z000000B0nWEAS,AAS-00001367,0012z00000CGKD5AAP,a0C2z000000B59OEAS,,England,KHAWAJA FOOD STORE,AA-0010,
a0A2z000000B0nXEAS,AAS-00001368,0012z00000CGKD6AAP,a0C2z000000B59OEAS,,England,BROADWAY WHOLESALE LTD,AA-0010,
a0A2z000000B0nYEAS,AAS-00001369,0012z00000CGKD7AAP,a0C2z000000B59OEAS,,England,SUPERCHOICE,AA-0010,
a0A2z000000B0nZEAS,AAS-00001370,0012z00000CGKD8AAP,a0C2z000000B59OEAS,,England,H & N NEWS,AA-0010,
a0A2z000000B0naEAC,AAS-00001371,0012z00000CGKD9AAP,a0C2z000000B59OEAS,,England,K K STORE,AA-0010,
a0A2z000000B0nbEAC,AAS-00001372,0012z00000CGKDAAA5,a0C2z000000B59OEAS,,England,ROTHERHAMS BEST OFF LICENCE,AA-0010,
a0A2z000000B0dIEAS,AAS-00000733,0012z00000CGK4QAAX,a0C2z000000B59OEAS,,England,POUNDS & PENNIES,AA-0010,
a0A2z000000B0dJEAS,AAS-00000734,0012z00000CGK4RAAX,a0C2z000000B59OEAS,,England,EBONI & IVORY GB LTD,AA-0010,
a0A2z000000B0dKEAS,AAS-00000735,0012z00000CGK4SAAX,a0C2z000000B59OEAS,,England,EVERGREEN DAIRY LTD,AA-0010,
a0A2z000000B0dLEAS,AAS-00000736,0012z00000CGK4UAAX,a0C2z000000B59OEAS,,England,QUALITY FROZEN FOOD,AA-0010,
a0A2z000000B0dMEAS,AAS-00000737,0012z00000CGK4VAAX,a0C2z000000B59OEAS,,England,SHARIF & SONS,AA-0010,
a0A2z000000B0dNEAS,AAS-00000738,0012z00000CGK4WAAX,a0C2z000000B59OEAS,,England,SUPREME MINI MARKET,AA-0010,
a0A2z000000B0dOEAS,AAS-00000739,0012z00000CGK4XAAX,a0C2z000000B59OEAS,,England,PHAROS FOOD AND BOOZE - KDK TRADING LTD,AA-0010,
a0A2z000000B0dPEAS,AAS-00000740,0012z00000CGK4bAAH,a0C2z000000B59OEAS,,England,COSTCUTTER,AA-0010,
a0A2z000000B0dQEAS,AAS-00000741,0012z00000CGK4dAAH,a0C2z000000B59OEAS,,England,LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0dREAS,AAS-00000742,0012z00000CGJx9AAH,a0C2z000000B59OEAS,,England,LIVER NEWS,AA-0010,
a0A2z000000B0dSEAS,AAS-00000743,0012z00000CGJxAAAX,a0C2z000000B59OEAS,,England,CHILDWALL VALLEY POST OFFICE,AA-0010,
a0A2z000000B0dTEAS,AAS-00000744,0012z00000CGJxBAAX,a0C2z000000B59OEAS,,England,BENS NEWS,AA-0010,
a0A2z000000B0dUEAS,AAS-00000745,0012z00000CGJxCAAX,a0C2z000000B59OEAS,,England,BRITANNIA STORES,AA-0010,
a0A2z000000B0dVEAS,AAS-00000746,0012z00000CGJxDAAX,a0C2z000000B59OEAS,,England,ATHLONE NEWS,AA-0010,
a0A2z000000B0dWEAS,AAS-00000747,0012z00000CGJxEAAX,a0C2z000000B59OEAS,,England,MOHAMMED GENERAL STORE,AA-0010,
a0A2z000000B0dXEAS,AAS-00000748,0012z00000CGJxFAAX,a0C2z000000B59OEAS,,England,ALKASH NEWS,AA-0010,
a0A2z000000B0dYEAS,AAS-00000749,0012z00000CGJxGAAX,a0C2z000000B59OEAS,,England,ABDALLA & SONS,AA-0010,
a0A2z000000B0dZEAS,AAS-00000750,0012z00000CGJxHAAX,a0C2z000000B59OEAS,,England,XEN2 NEWS,AA-0010,
a0A2z000000B0daEAC,AAS-00000751,0012z00000CGJxIAAX,a0C2z000000B59OEAS,,England,A & M BARON,AA-0010,
a0A2z000000B0dbEAC,AAS-00000752,0012z00000CGJxJAAX,a0C2z000000B59OEAS,,England,FARNWORTH FILLING STATION,AA-0010,
a0A2z000000B0dcEAC,AAS-00000753,0012z00000CGJxKAAX,a0C2z000000B59OEAS,,England,CROSBY NEWS,AA-0010,
a0A2z000000B0ddEAC,AAS-00000754,0012z00000CGJxLAAX,a0C2z000000B59OEAS,,England,CORNER SHOP,AA-0010,
a0A2z000000B0deEAC,AAS-00000755,0012z00000CGJxMAAX,a0C2z000000B59OEAS,,England,THE COOKED MEAT SHOP,AA-0010,
a0A2z000000B0dfEAC,AAS-00000756,0012z00000CGJxNAAX,a0C2z000000B59OEAS,,England,THE BRUNCH BAR,AA-0010,
a0A2z000000B0dgEAC,AAS-00000757,0012z00000CGJxOAAX,a0C2z000000B59OEAS,,England,LINGARS OFF LICENCE,AA-0010,
a0A2z000000B0dhEAC,AAS-00000758,0012z00000CGJxPAAX,a0C2z000000B59OEAS,,England,O'CONNORS PREMIER,AA-0010,
a0A2z000000B0diEAC,AAS-00000759,0012z00000CGJxQAAX,a0C2z000000B59OEAS,,England,VITTLES,AA-0010,
a0A2z000000B0djEAC,AAS-00000760,0012z00000CGJxRAAX,a0C2z000000B59OEAS,,England,BARGAIN BOOZE,AA-0010,
a0A2z000000B0dkEAC,AAS-00000761,0012z00000CGJxSAAX,a0C2z000000B59OEAS,,England,CORNER SHOP,AA-0010,
a0A2z000000B0dlEAC,AAS-00000762,0012z00000CGJxTAAX,a0C2z000000B59OEAS,,England,MICHAEL SPARK NEWSAGENTS,AA-0010,
a0A2z000000B0dmEAC,AAS-00000763,0012z00000CGJxUAAX,a0C2z000000B59OEAS,,England,GILLS PANTRY,AA-0010,
a0A2z000000B0dnEAC,AAS-00000764,0012z00000CGJxVAAX,a0C2z000000B59OEAS,,England,JOHNSON FOLD OFF LICENSE LTD,AA-0010,
a0A2z000000B0doEAC,AAS-00000765,0012z00000CGJxWAAX,a0C2z000000B59OEAS,,England,SHIJANAN LTD T/A TRUMACAR STORES,AA-0010,
a0A2z000000B0dpEAC,AAS-00000766,0012z00000CGJxXAAX,a0C2z000000B59OEAS,,England,GK STORES 2,AA-0010,
a0A2z000000B0dqEAC,AAS-00000767,0012z00000CGJxYAAX,a0C2z000000B59OEAS,,England,A & K GROCERS AND OFF LICENSE,AA-0010,
a0A2z000000B0drEAC,AAS-00000768,0012z00000CGJxZAAX,a0C2z000000B59OEAS,,England,SEAFARER RESTAURANT,AA-0010,
a0A2z000000B0dsEAC,AAS-00000769,0012z00000CGJxaAAH,a0C2z000000B59OEAS,,England,SHOP AT TOP,AA-0010,
a0A2z000000B0dtEAC,AAS-00000770,0012z00000CGJxbAAH,a0C2z000000B59OEAS,,England,CASTLE POST OFFICE,AA-0010,
a0A2z000000B0duEAC,AAS-00000771,0012z00000CGJxcAAH,a0C2z000000B59OEAS,,England,PREMIER STORE,AA-0010,
a0A2z000000B0dvEAC,AAS-00000772,0012z00000CGJxdAAH,a0C2z000000B59OEAS,,England,COLLYHURST VILLAGE STORES,AA-0010,
a0A2z000000B0ncEAC,AAS-00001373,0012z00000CGKDBAA5,a0C2z000000B59OEAS,,England,ASIA CONTINENTAL,AA-0010,
a0A2z000000B0ndEAC,AAS-00001374,0012z00000CGKDCAA5,a0C2z000000B59OEAS,,England,MANCHESTER SUPERSTORE,AA-0010,
a0A2z000000B0neEAC,AAS-00001375,0012z00000CGKDDAA5,a0C2z000000B59OEAS,,England,SHAANS,AA-0010,
a0A2z000000B0ngEAC,AAS-00001377,0012z00000CGKDFAA5,a0C2z000000B59OEAS,,England,FIRST LANE CONVENIENCE,AA-0010,
a0A2z000000B0nhEAC,AAS-00001378,0012z00000CGKDGAA5,a0C2z000000B59OEAS,,England,COFFEE HOUSE,AA-0010,
a0A2z000000B0niEAC,AAS-00001379,0012z00000CGKDHAA5,a0C2z000000B59OEAS,,England,JUNCTION 37 FILLING STATION,AA-0010,
a0A2z000000B0njEAC,AAS-00001380,0012z00000CGKDIAA5,a0C2z000000B59OEAS,,England,TARNWAY STORES,AA-0010,
a0A2z000000B0nkEAC,AAS-00001381,0012z00000CGKDJAA5,a0C2z000000B59OEAS,,England,GO LOCAL KINGSWAY NEWS & BOOZE,AA-0010,
a0A2z000000B0nlEAC,AAS-00001382,0012z00000CGKDKAA5,a0C2z000000B59OEAS,,England,EARLESMERE MINI MARKET,AA-0010,
a0A2z000000B0nmEAC,AAS-00001383,0012z00000CGKDLAA5,a0C2z000000B59OEAS,,England,BESTONE,AA-0010,
a0A2z000000B0nnEAC,AAS-00001384,0012z00000CGKDMAA5,a0C2z000000B59OEAS,,England,BHULLAR BROS,AA-0010,
a0A2z000000B0noEAC,AAS-00001385,0012z00000CGKBkAAP,a0C2z000000B59OEAS,,England,KEMSING TRADING LTD,AA-0010,
a0A2z000000B0npEAC,AAS-00001386,0012z00000CGKBlAAP,a0C2z000000B59OEAS,,England,KASHMIR SUPERSTORE,AA-0010,
a0A2z000000B0nqEAC,AAS-00001387,0012z00000CGKBmAAP,a0C2z000000B59OEAS,,England,TANA FOOD AND WINE STORE,AA-0010,
a0A2z000000B0nrEAC,AAS-00001388,0012z00000CGKBnAAP,a0C2z000000B59OEAS,,England,LAYTON WINES,AA-0010,
a0A2z000000B0nsEAC,AAS-00001389,0012z00000CGKBpAAP,a0C2z000000B59OEAS,,England,KENMORE NEWS,AA-0010,
a0A2z000000B0nuEAC,AAS-00001391,0012z00000CGKBsAAP,a0C2z000000B59OEAS,,England,BOOZE AND FOOD,AA-0010,
a0A2z000000B0nvEAC,AAS-00001392,0012z00000CGKBtAAP,a0C2z000000B59OEAS,,England,REINWOOD SERVICE STATION,AA-0010,
a0A2z000000B0nwEAC,AAS-00001393,0012z00000CGKBuAAP,a0C2z000000B59OEAS,,England,MIRANDA NEWS,AA-0010,
a0A2z000000B0nxEAC,AAS-00001394,0012z00000CGKBvAAP,a0C2z000000B59OEAS,,England,DILLS CONVENIENCE STORE,AA-0010,
a0A2z000000B0nyEAC,AAS-00001395,0012z00000CGKBwAAP,a0C2z000000B59OEAS,,England,DAVIES NEWSAGENTS,AA-0010,
a0A2z000000B0nzEAC,AAS-00001396,0012z00000CGKBxAAP,a0C2z000000B59OEAS,,England,SAYYAM FOODSTORE,AA-0010,
a0A2z000000B0o0EAC,AAS-00001397,0012z00000CGKByAAP,a0C2z000000B59OEAS,,England,SPAR,AA-0010,
a0A2z000000B0o1EAC,AAS-00001398,0012z00000CGKBzAAP,a0C2z000000B59OEAS,,England,DRE DRE'S FOOD LTD,AA-0010,
a0A2z000000B0o2EAC,AAS-00001399,0012z00000CGKC0AAP,a0C2z000000B59OEAS,,England,PUNJAB BUTCHERS,AA-0010,
a0A2z000000B0o3EAC,AAS-00001400,0012z00000CGKC1AAP,a0C2z000000B59OEAS,,England,NOM NOMS,AA-0010,
a0A2z000000B0o4EAC,AAS-00001401,0012z00000CGKC2AAP,a0C2z000000B59OEAS,,England,STAR FREEZE GROCERS,AA-0010,
a0A2z000000B0o5EAC,AAS-00001402,0012z00000CGKC3AAP,a0C2z000000B59OEAS,,England,GO LOCAL,AA-0010,
a0A2z000000B0o6EAC,AAS-00001403,0012z00000CGKC4AAP,a0C2z000000B59OEAS,,England,CLAREMONT DISCOUNT STORE,AA-0010,
a0A2z000000B0o8EAC,AAS-00001405,0012z00000CGKC6AAP,a0C2z000000B59OEAS,,England,EMAN BUTCHERS,AA-0010,
a0A2z000000B0o9EAC,AAS-00001406,0012z00000CGKC7AAP,a0C2z000000B59OEAS,,England,RYEDALE GARAGE 1946 LIMITED,AA-0010,
a0A2z000000B0oAEAS,AAS-00001407,0012z00000CGKC8AAP,a0C2z000000B59OEAS,,England,WAREHOUSE GYM LTD,AA-0010,
a0A2z000000B0oBEAS,AAS-00001408,0012z00000CGKC9AAP,a0C2z000000B59OEAS,,England,WOODHOUSE STORES,AA-0010,
a0A2z000000B0oCEAS,AAS-00001409,0012z00000CGKCAAA5,a0C2z000000B59OEAS,,England,DIRISALA - TOP SHOP,AA-0010,
a0A2z000000B0oDEAS,AAS-00001410,0012z00000CGKCBAA5,a0C2z000000B59OEAS,,England,POUND SHACK,AA-0010,
a0A2z000000B0oEEAS,AAS-00001411,0012z00000CGKCCAA5,a0C2z000000B59OEAS,,England,WEST END GENERAL STORE,AA-0010,
a0A2z000000B0oFEAS,AAS-00001412,0012z00000CGKCDAA5,a0C2z000000B59OEAS,,England,COTTAGE BECK CORNER SHOP,AA-0010,
a0A2z000000B0dxEAC,AAS-00000774,0012z00000CGJxfAAH,a0C2z000000B59OEAS,,England,COSTCUTTER [C27743],AA-0010,
a0A2z000000B0dyEAC,AAS-00000775,0012z00000CGJxgAAH,a0C2z000000B59OEAS,,England,BARLOWS,AA-0010,
a0A2z000000B0dzEAC,AAS-00000776,0012z00000CGJxhAAH,a0C2z000000B59OEAS,,England,FRIENDLY SHOPPER,AA-0010,
a0A2z000000B0e0EAC,AAS-00000777,0012z00000CGJxiAAH,a0C2z000000B59OEAS,,England,BATTERED COD,AA-0010,
a0A2z000000B0e1EAC,AAS-00000778,0012z00000CGJxjAAH,a0C2z000000B59OEAS,,England,AHMED FOOD & VEG LTD,AA-0010,
a0A2z000000B0e2EAC,AAS-00000779,0012z00000CGJxkAAH,a0C2z000000B59OEAS,,England,COSTCUTTER/NG TRADING,AA-0010,
a0A2z000000B0e3EAC,AAS-00000780,0012z00000CGJxlAAH,a0C2z000000B59OEAS,,England,PLATT LANE NEWS,AA-0010,
a0A2z000000B0e4EAC,AAS-00000781,0012z00000CGJxmAAH,a0C2z000000B59OEAS,,England,MR KHAN,AA-0010,
a0A2z000000B0e5EAC,AAS-00000782,0012z00000CGJxnAAH,a0C2z000000B59OEAS,,England,ABDULS SUPERMARKET AND OFF LICENSE,AA-0010,
a0A2z000000B0e6EAC,AAS-00000783,0012z00000CGJxoAAH,a0C2z000000B59OEAS,,England,S SINGH & SONS,AA-0010,
a0A2z000000B0e7EAC,AAS-00000784,0012z00000CGJxpAAH,a0C2z000000B59OEAS,,England,BOTTLE TOPS OFF LICENCE,AA-0010,
a0A2z000000B0e8EAC,AAS-00000785,0012z00000CGJxqAAH,a0C2z000000B59OEAS,,England,BOOZE & CIGS,AA-0010,
a0A2z000000B0e9EAC,AAS-00000786,0012z00000CGJxrAAH,a0C2z000000B59OEAS,,England,MANCHESTER MINI MARKET,AA-0010,
a0A2z000000B0eAEAS,AAS-00000787,0012z00000CGJxsAAH,a0C2z000000B59OEAS,,England,ZAMAN GROCERS LTD - ONE STOP SHOP,AA-0010,
a0A2z000000B0eBEAS,AAS-00000788,0012z00000CGJxtAAH,a0C2z000000B59OEAS,,England,YOUNIS CASH & CARRY,AA-0010,
a0A2z000000B0eCEAS,AAS-00000789,0012z00000CGJxuAAH,a0C2z000000B59OEAS,,England,"SHAH""S MINI MARKET",AA-0010,
a0A2z000000B0eDEAS,AAS-00000790,0012z00000CGJxvAAH,a0C2z000000B59OEAS,,England,EDGE LANE CONVINIENCE STORE,AA-0010,
a0A2z000000B0eEEAS,AAS-00000791,0012z00000CGJxwAAH,a0C2z000000B59OEAS,,England,SAY CHEESE,AA-0010,
a0A2z000000B0eFEAS,AAS-00000792,0012z00000CGJxxAAH,a0C2z000000B59OEAS,,England,BRUSHES CONVENIENCE,AA-0010,
a0A2z000000B0eGEAS,AAS-00000793,0012z00000CGJxyAAH,a0C2z000000B59OEAS,,England,VRS CORNER SHOP,AA-0010,
a0A2z000000B0eHEAS,AAS-00000794,0012z00000CGJxzAAH,a0C2z000000B59OEAS,,England,COSTCUTTERS,AA-0010,
a0A2z000000B0eIEAS,AAS-00000795,0012z00000CGJy0AAH,a0C2z000000B59OEAS,,England,PREYOSHA OFF LICENSE,AA-0010,
a0A2z000000B0eJEAS,AAS-00000796,0012z00000CGJy1AAH,a0C2z000000B59OEAS,,England,WAZ MINI MARKET,AA-0010,
a0A2z000000B0eKEAS,AAS-00000797,0012z00000CGJy2AAH,a0C2z000000B59OEAS,,England,RAJA BROTHERS ASHTON LTD,AA-0010,
a0A2z000000B0eLEAS,AAS-00000798,0012z00000CGJy3AAH,a0C2z000000B59OEAS,,England,ASHBANK STORES,AA-0010,
a0A2z000000B0eNEAS,AAS-00000800,0012z00000CGJy5AAH,a0C2z000000B59OEAS,,England,JACKLANE CONVENIENCE STORE,AA-0010,
a0A2z000000B0eOEAS,AAS-00000801,0012z00000CGJy6AAH,a0C2z000000B59OEAS,,England,SONIK NEWS,AA-0010,
a0A2z000000B0ePEAS,AAS-00000802,0012z00000CGJy7AAH,a0C2z000000B59OEAS,,England,FIVEWAYS OFF LICENCE,AA-0010,
a0A2z000000B0eQEAS,AAS-00000803,0012z00000CGJy8AAH,a0C2z000000B59OEAS,,England,ADEEM STORES LTD T/A GO LOCAL,AA-0010,
a0A2z000000B0eREAS,AAS-00000804,0012z00000CGJyAAAX,a0C2z000000B59OEAS,,England,A & PE BAKER LTD,AA-0010,
a0A2z000000B0eSEAS,AAS-00000805,0012z00000CGJyBAAX,a0C2z000000B59OEAS,,England,DA SHOP,AA-0010,
a0A2z000000B0eTEAS,AAS-00000806,0012z00000CGJyCAAX,a0C2z000000B59OEAS,,England,SPAR,AA-0010,
a0A2z000000B0eUEAS,AAS-00000807,0012z00000CGJyDAAX,a0C2z000000B59OEAS,,England,AL AMIN CASH & CARRY,AA-0010,
a0A2z000000B0eVEAS,AAS-00000808,0012z00000CGJyEAAX,a0C2z000000B59OEAS,,England,THE PAPER SHOP,AA-0010,
a0A2z000000B0eWEAS,AAS-00000809,0012z00000CGJyFAAX,a0C2z000000B59OEAS,,England,RAFIT,AA-0010,
a0A2z000000B0eXEAS,AAS-00000810,0012z00000CGJyGAAX,a0C2z000000B59OEAS,,England,COPPICE NEWS,AA-0010,
a0A2z000000B0eYEAS,AAS-00000811,0012z00000CGJyHAAX,a0C2z000000B59OEAS,,England,ZAFS NEWSAGENTS,AA-0010,
a0A2z000000B0eZEAS,AAS-00000812,0012z00000CGJyIAAX,a0C2z000000B59OEAS,,England,PREMIER CONVENIENCE & PO,AA-0010,
a0A2z000000B0oGEAS,AAS-00001413,0012z00000CGKCEAA5,a0C2z000000B59OEAS,,England,LIFESTYLE GENERAL STORE,AA-0010,
a0A2z000000B0oHEAS,AAS-00001414,0012z00000CGKCFAA5,a0C2z000000B59OEAS,,England,PREMIER SANDY LANE STORES,AA-0010,
a0A2z000000B0oIEAS,AAS-00001415,0012z00000CGKCGAA5,a0C2z000000B59OEAS,,England,ABASSIN SUPERSTORE UK LTD,AA-0010,
a0A2z000000B0oJEAS,AAS-00001416,0012z00000CGKCHAA5,a0C2z000000B59OEAS,,England,NEW WALTHAM CONVENIENCE STORE,AA-0010,
a0A2z000000B0oKEAS,AAS-00001417,0012z00000CGKCIAA5,a0C2z000000B59OEAS,,England,CHATSWORTH CONVENIENCE STORE,AA-0010,
a0A2z000000B0oLEAS,AAS-00001418,0012z00000CGKCJAA5,a0C2z000000B59OEAS,,England,MANCHESTER SUPERSTORE,AA-0010,
a0A2z000000B0oMEAS,AAS-00001419,0012z00000CGKCKAA5,a0C2z000000B59OEAS,,England,LYNNWOOD WINES,AA-0010,
a0A2z000000B0oNEAS,AAS-00001420,0012z00000CGKCLAA5,a0C2z000000B59OEAS,,England,MACE (SHELL RD),AA-0010,
a0A2z000000B0oOEAS,AAS-00001421,0012z00000CGKCMAA5,a0C2z000000B59OEAS,,England,DARNALL SERVICE STATION,AA-0010,
a0A2z000000B0oPEAS,AAS-00001422,0012z00000CGKCNAA5,a0C2z000000B59OEAS,,England,BROADWAY MINI MARKET,AA-0010,
a0A2z000000B0oQEAS,AAS-00001423,0012z00000CGKCOAA5,a0C2z000000B59OEAS,,England,EMPIRE CONVENIENCE STORE,AA-0010,
