Id,Name,aforza__Account__c,aforza__Attribute__c,aforza__Product__c,aforza__Value__c,aforza__Account__r.Name,aforza__Attribute__r.aforza__Code__c,aforza__Product__r.StockKeepingUnit
a0A2z000000B0jmEAC,AAS-00001135,0012z00000CGK7aAAH,a0C2z000000B59OEAS,,England,GOHAR SUPERSTORE,AA-0010,
a0A2z000000B0jnEAC,AAS-00001136,0012z00000CGK7bAAH,a0C2z000000B59OEAS,,England,COSTCUTTER,AA-0010,
a0A2z000000B0joEAC,AAS-00001137,0012z00000CGK7cAAH,a0C2z000000B59OEAS,,England,LOCKWOOD CONVENIENCE STORE,AA-0010,
a0A2z000000B0jpEAC,AAS-00001138,0012z00000CGK7dAAH,a0C2z000000B59OEAS,,England,KANDOLA CORNER STORE,AA-0010,
a0A2z000000B0jqEAC,AAS-00001139,0012z00000CGK7eAAH,a0C2z000000B59OEAS,,England,TOWN EXPRESS,AA-0010,
a0A2z000000B0jrEAC,AAS-00001140,0012z00000CGK7fAAH,a0C2z000000B59OEAS,,England,FOOD KING STORES,AA-0010,
a0A2z000000B0jsEAC,AAS-00001141,0012z00000CGK7gAAH,a0C2z000000B59OEAS,,England,ANJ TOP SHOP,AA-0010,
a0A2z000000B0jtEAC,AAS-00001142,0012z00000CGK7hAAH,a0C2z000000B59OEAS,,England,LONGWOOD NEWS & FOOD,AA-0010,
a0A2z000000B0juEAC,AAS-00001143,0012z00000CGK7iAAH,a0C2z000000B59OEAS,,England,SALENDINE POST OFFICE,AA-0010,
a0A2z000000B0jvEAC,AAS-00001144,0012z00000CGK7jAAH,a0C2z000000B59OEAS,,England,MONKSWOOD LTD,AA-0010,
a0A2z000000B0jwEAC,AAS-00001145,0012z00000CGK7kAAH,a0C2z000000B59OEAS,,England,CS SOOR & SONS,AA-0010,
a0A2z000000B0jxEAC,AAS-00001146,0012z00000CGK7lAAH,a0C2z000000B59OEAS,,England,GOODER LANE NEWS,AA-0010,
a0A2z000000B0jyEAC,AAS-00001147,0012z00000CGK7mAAH,a0C2z000000B59OEAS,,England,HIGHFIELD NEWSAGENT LIMITED,AA-0010,
a0A2z000000B0jzEAC,AAS-00001148,0012z00000CGK7nAAH,a0C2z000000B59OEAS,,England,GO LOCAL T/A LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0k0EAC,AAS-00001149,0012z00000CGK7oAAH,a0C2z000000B59OEAS,,England,WORDSWORTH NEWS,AA-0010,
a0A2z000000B0k1EAC,AAS-00001150,0012z00000CGK7pAAH,a0C2z000000B59OEAS,,England,DEARNE VALLEY GARAGE,AA-0010,
a0A2z000000B0k2EAC,AAS-00001151,0012z00000CGK7qAAH,a0C2z000000B59OEAS,,England,SCISSETT STORES,AA-0010,
a0A2z000000B0k3EAC,AAS-00001152,0012z00000CGK7rAAH,a0C2z000000B59OEAS,,England,SONIGRA NEWS,AA-0010,
a0A2z000000B0k4EAC,AAS-00001153,0012z00000CGK7sAAH,a0C2z000000B59OEAS,,England,BARTHORPES POST OFFICE,AA-0010,
a0A2z000000B0k5EAC,AAS-00001154,0012z00000CGK7tAAH,a0C2z000000B59OEAS,,England,BRACKENBANK STORES,AA-0010,
a0A2z000000B0k6EAC,AAS-00001155,0012z00000CGK7uAAH,a0C2z000000B59OEAS,,England,ABDUL MAJID FOOD STORE,AA-0010,
a0A2z000000B0k7EAC,AAS-00001156,0012z00000CGK7vAAH,a0C2z000000B59OEAS,,England,AHMED FOODSTORE,AA-0010,
a0A2z000000B0k8EAC,AAS-00001157,0012z00000CGK7wAAH,a0C2z000000B59OEAS,,England,G.STORES,AA-0010,
a0A2z000000B0k9EAC,AAS-00001158,0012z00000CGK7xAAH,a0C2z000000B59OEAS,,England,NUMBER ONE FOODSTORE,AA-0010,
a0A2z000000B0kAEAS,AAS-00001159,0012z00000CGK7yAAH,a0C2z000000B59OEAS,,England,BEESTON OFF LICENCE,AA-0010,
a0A2z000000B0kBEAS,AAS-00001160,0012z00000CGK7zAAH,a0C2z000000B59OEAS,,England,PITSTOP RASEN LTD,AA-0010,
a0A2z000000B0kCEAS,AAS-00001161,0012z00000CGK80AAH,a0C2z000000B59OEAS,,England,GREENWING MINI-MARKET,AA-0010,
a0A2z000000B0kDEAS,AAS-00001162,0012z00000CGK81AAH,a0C2z000000B59OEAS,,England,ANN NEWS LTD,AA-0010,
a0A2z000000B0kEEAS,AAS-00001163,0012z00000CGK82AAH,a0C2z000000B59OEAS,,England,FIVEWAYS CONVENIENCE,AA-0010,
a0A2z000000B0kFEAS,AAS-00001164,0012z00000CGK83AAH,a0C2z000000B59OEAS,,England,SINGHS GO LOCAL,AA-0010,
a0A2z000000B0kGEAS,AAS-00001165,0012z00000CGK84AAH,a0C2z000000B59OEAS,,England,BROAD STREET NEWS,AA-0010,
a0A2z000000B0kHEAS,AAS-00001166,0012z00000CGK85AAH,a0C2z000000B59OEAS,,England,RAZZAQ AND RAZZAQ,AA-0010,
a0A2z000000B0kIEAS,AAS-00001167,0012z00000CGK86AAH,a0C2z000000B59OEAS,,England,GWYNETTE NEWS,AA-0010,
a0A2z000000B0kJEAS,AAS-00001168,0012z00000CGK87AAH,a0C2z000000B59OEAS,,England,HERITAGES OFF LICENCE,AA-0010,
a0A2z000000B0kKEAS,AAS-00001169,0012z00000CGK88AAH,a0C2z000000B59OEAS,,England,JOHNBULL VIDEO,AA-0010,
a0A2z000000B0kLEAS,AAS-00001170,0012z00000CGK89AAH,a0C2z000000B59OEAS,,England,S&S PREMIER,AA-0010,
a0A2z000000B0kMEAS,AAS-00001171,0012z00000CGK8AAAX,a0C2z000000B59OEAS,,England,SANDYMOUNT STORES,AA-0010,
a0A2z000000B0kNEAS,AAS-00001172,0012z00000CGK8BAAX,a0C2z000000B59OEAS,,England,CLARKES GENERAL STORE,AA-0010,
a0A2z000000B0a4EAC,AAS-00000533,0012z00000CGK3KAAX,a0C2z000000B59OEAS,,England,THE FILLING STATION LTD,AA-0010,
a0A2z000000B0a5EAC,AAS-00000534,0012z00000CGK3LAAX,a0C2z000000B59OEAS,,England,SWINTON CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0a6EAC,AAS-00000535,0012z00000CGK3MAAX,a0C2z000000B59OEAS,,England,CALIFORNIA WINE EXPRESS,AA-0010,
a0A2z000000B0a8EAC,AAS-00000537,0012z00000CGK2pAAH,a0C2z000000B59OEAS,,England,EMPIRE BOOZE LTD T/A BARGAIN BOOZE,AA-0010,
a0A2z000000B0a9EAC,AAS-00000538,0012z00000CGK2qAAH,a0C2z000000B59OEAS,,England,THE ROSE & CROWN,AA-0010,
a0A2z000000B0aAEAS,AAS-00000539,0012z00000CGK2rAAH,a0C2z000000B59OEAS,,England,MOORLAND GENERAL STORE LTD,AA-0010,
a0A2z000000B0aBEAS,AAS-00000540,0012z00000CGK2sAAH,a0C2z000000B59OEAS,,England,COMMUNITY TEA ROOM,AA-0010,
a0A2z000000B0aCEAS,AAS-00000541,0012z00000CGK2uAAH,a0C2z000000B59OEAS,,England,BILGIN LTD T/A PLAYWORLD,AA-0010,
a0A2z000000B0aDEAS,AAS-00000542,0012z00000CGK2vAAH,a0C2z000000B59OEAS,,England,RAFIQS TOP SHOP,AA-0010,
a0A2z000000B0aGEAS,AAS-00000545,0012z00000CGK3PAAX,a0C2z000000B59OEAS,,England,**GO LOCAL EXTRA,AA-0010,
a0A2z000000B0aHEAS,AAS-00000546,0012z00000CGK3RAAX,a0C2z000000B59OEAS,,England,OATLANDS MOUNT FISHERIES,AA-0010,
a0A2z000000B0aIEAS,AAS-00000547,0012z00000CGK3SAAX,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0aJEAS,AAS-00000548,0012z00000CGK3TAAX,a0C2z000000B59OEAS,,England,THE COMMUNITY SHOP,AA-0010,
a0A2z000000B0aKEAS,AAS-00000549,0012z00000CGK3UAAX,a0C2z000000B59OEAS,,England,DOKRAT NEWS,AA-0010,
a0A2z000000B0aLEAS,AAS-00000550,0012z00000CGK3VAAX,a0C2z000000B59OEAS,,England,MULBERRY WEST LTD T/A AROUND A POUND PLUS,AA-0010,
a0A2z000000B0aMEAS,AAS-00000551,0012z00000CGK3WAAX,a0C2z000000B59OEAS,,England,SHEFFIELD HALAL MEAT AND GROCERS,AA-0010,
a0A2z000000B0aNEAS,AAS-00000552,0012z00000CGK3XAAX,a0C2z000000B59OEAS,,England,VINE STREET CONVINIENCE STORE,AA-0010,
a0A2z000000B0aOEAS,AAS-00000553,0012z00000CGK3YAAX,a0C2z000000B59OEAS,,England,UDIZ STORE LTD,AA-0010,
a0A2z000000B0aPEAS,AAS-00000554,0012z00000CGK3ZAAX,a0C2z000000B59OEAS,,England,DB SINGH LTD T/A NISA LOCAL,AA-0010,
a0A2z000000B0aQEAS,AAS-00000555,0012z00000CGK3aAAH,a0C2z000000B59OEAS,,England,WADDYS NEWS,AA-0010,
a0A2z000000B0aREAS,AAS-00000556,0012z00000CGK3bAAH,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0aSEAS,AAS-00000557,0012z00000CGK3cAAH,a0C2z000000B59OEAS,,England,GATEWAY NEWS,AA-0010,
a0A2z000000B0aTEAS,AAS-00000558,0012z00000CGK3dAAH,a0C2z000000B59OEAS,,England,BROADLEA MINI MARKET,AA-0010,
a0A2z000000B0aUEAS,AAS-00000559,0012z00000CGK3eAAH,a0C2z000000B59OEAS,,England,CANTLEY OFF LICENCE,AA-0010,
a0A2z000000B0aVEAS,AAS-00000560,0012z00000CGK3fAAH,a0C2z000000B59OEAS,,England,DALEFIELD STORE,AA-0010,
a0A2z000000B0aWEAS,AAS-00000561,0012z00000CGK3gAAH,a0C2z000000B59OEAS,,England,UPTON MINI MART,AA-0010,
a0A2z000000B0aXEAS,AAS-00000562,0012z00000CGK3hAAH,a0C2z000000B59OEAS,,England,FORUM NEWS,AA-0010,
a0A2z000000B0aYEAS,AAS-00000563,0012z00000CGK3iAAH,a0C2z000000B59OEAS,,England,BARAKA STORES,AA-0010,
a0A2z000000B0aZEAS,AAS-00000564,0012z00000CGK3jAAH,a0C2z000000B59OEAS,,England,PAKIZA HALAL FOODS LTD,AA-0010,
a0A2z000000B0aaEAC,AAS-00000565,0012z00000CGK3kAAH,a0C2z000000B59OEAS,,England,JKL OFF LICENCE,AA-0010,
a0A2z000000B0abEAC,AAS-00000566,0012z00000CGK3lAAH,a0C2z000000B59OEAS,,England,AWAN CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0acEAC,AAS-00000567,0012z00000CGK3mAAH,a0C2z000000B59OEAS,,England,MV SHOP LTD - BARGAIN BOOZE,AA-0010,
a0A2z000000B0adEAC,AAS-00000568,0012z00000CGK3nAAH,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA OLDHAM ROAD,AA-0010,
a0A2z000000B0aeEAC,AAS-00000569,0012z00000CGK3oAAH,a0C2z000000B59OEAS,,England,GO LOCAL,AA-0010,
a0A2z000000B0afEAC,AAS-00000570,0012z00000CGK3pAAH,a0C2z000000B59OEAS,,England,NIZA ENTERPRISE LTD,AA-0010,
a0A2z000000B0agEAC,AAS-00000571,0012z00000CGK3qAAH,a0C2z000000B59OEAS,,England,CLOSE HILL LANE STORES,AA-0010,
a0A2z000000B0ahEAC,AAS-00000572,0012z00000CGK3rAAH,a0C2z000000B59OEAS,,England,WHITEHOUSE CONVIENENT STORE,AA-0010,
a0A2z000000B0kOEAS,AAS-00001173,0012z00000CGK8CAAX,a0C2z000000B59OEAS,,England,LINDAS NEWS AND BOOZE,AA-0010,
a0A2z000000B0kPEAS,AAS-00001174,0012z00000CGK8DAAX,a0C2z000000B59OEAS,,England,YOUR RIGHT CHOICE,AA-0010,
a0A2z000000B0kQEAS,AAS-00001175,0012z00000CGK8EAAX,a0C2z000000B59OEAS,,England,SUPA-SAVE FOOD STORE,AA-0010,
a0A2z000000B0kREAS,AAS-00001176,0012z00000CGK8FAAX,a0C2z000000B59OEAS,,England,R J NEWSAGENTS,AA-0010,
a0A2z000000B0kSEAS,AAS-00001177,0012z00000CGK8GAAX,a0C2z000000B59OEAS,,England,SIDHU CARDINAL LOCAL,AA-0010,
a0A2z000000B0kTEAS,AAS-00001178,0012z00000CGK8HAAX,a0C2z000000B59OEAS,,England,MANHAM HILL FOOD & WINE,AA-0010,
a0A2z000000B0kUEAS,AAS-00001179,0012z00000CGK8IAAX,a0C2z000000B59OEAS,,England,BURTON NEWS MARKET,AA-0010,
a0A2z000000B0kVEAS,AAS-00001180,0012z00000CGK8JAAX,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0kWEAS,AAS-00001181,0012z00000CGK8KAAX,a0C2z000000B59OEAS,,England,GOSALS SUPERMARKET,AA-0010,
a0A2z000000B0kXEAS,AAS-00001182,0012z00000CGK8LAAX,a0C2z000000B59OEAS,,England,LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0kYEAS,AAS-00001183,0012z00000CGK8MAAX,a0C2z000000B59OEAS,,England,BOOZEMASTER,AA-0010,
a0A2z000000B0kZEAS,AAS-00001184,0012z00000CGK8NAAX,a0C2z000000B59OEAS,,England,SELECT LOCAL,AA-0010,
a0A2z000000B0kaEAC,AAS-00001185,0012z00000CGK8OAAX,a0C2z000000B59OEAS,,England,ELLIS STORES,AA-0010,
a0A2z000000B0kbEAC,AAS-00001186,0012z00000CGK8PAAX,a0C2z000000B59OEAS,,England,BEESTON NEWS,AA-0010,
a0A2z000000B0kcEAC,AAS-00001187,0012z00000CGK8QAAX,a0C2z000000B59OEAS,,England,KENTMERE AVENUE POST OFFICE,AA-0010,
a0A2z000000B0kdEAC,AAS-00001188,0012z00000CGK8RAAX,a0C2z000000B59OEAS,,England,LOW TOWN CONVENIENCE STORE,AA-0010,
a0A2z000000B0keEAC,AAS-00001189,0012z00000CGK8SAAX,a0C2z000000B59OEAS,,England,AM PM MINI MARKET & OFF LICENCE (MR SINGH),AA-0010,
a0A2z000000B0kfEAC,AAS-00001190,0012z00000CGK8TAAX,a0C2z000000B59OEAS,,England,THE PAPER SHOP,AA-0010,
a0A2z000000B0kgEAC,AAS-00001191,0012z00000CGK8UAAX,a0C2z000000B59OEAS,,England,WHITWELL NEWS,AA-0010,
a0A2z000000B0khEAC,AAS-00001192,0012z00000CGK8VAAX,a0C2z000000B59OEAS,,England,CARLTON FISH BAR,AA-0010,
a0A2z000000B0kiEAC,AAS-00001193,0012z00000CGK8WAAX,a0C2z000000B59OEAS,,England,MANOR STORE,AA-0010,
a0A2z000000B0kjEAC,AAS-00001194,0012z00000CGK8XAAX,a0C2z000000B59OEAS,,England,ARTHINGTON STORES,AA-0010,
a0A2z000000B0kkEAC,AAS-00001195,0012z00000CGK8YAAX,a0C2z000000B59OEAS,,England,PREMIER STORES,AA-0010,
a0A2z000000B0klEAC,AAS-00001196,0012z00000CGK8ZAAX,a0C2z000000B59OEAS,,England,THIRLMERE STORES,AA-0010,
a0A2z000000B0kmEAC,AAS-00001197,0012z00000CGK8aAAH,a0C2z000000B59OEAS,,England,STARS MINI MARKET,AA-0010,
a0A2z000000B0knEAC,AAS-00001198,0012z00000CGK8bAAH,a0C2z000000B59OEAS,,England,B G LATE SHOP,AA-0010,
a0A2z000000B0koEAC,AAS-00001199,0012z00000CGK8cAAH,a0C2z000000B59OEAS,,England,PATCO SUPERMARKET & POST OFFICE,AA-0010,
a0A2z000000B0kpEAC,AAS-00001200,0012z00000CGK8dAAH,a0C2z000000B59OEAS,,England,CALLAGHAN NEWS & GROCERS,AA-0010,
a0A2z000000B0kqEAC,AAS-00001201,0012z00000CGK8eAAH,a0C2z000000B59OEAS,,England,K.G & SONS LTD T/A GARY'S NEWS N BOOZE,AA-0010,
a0A2z000000B0krEAC,AAS-00001202,0012z00000CGK8fAAH,a0C2z000000B59OEAS,,England,CAPTAINS MEANWOOD STORE,AA-0010,
a0A2z000000B0ksEAC,AAS-00001203,0012z00000CGK8gAAH,a0C2z000000B59OEAS,,England,LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0ktEAC,AAS-00001204,0012z00000CGK8hAAH,a0C2z000000B59OEAS,,England,BUTT BROS GROCERS,AA-0010,
a0A2z000000B0kuEAC,AAS-00001205,0012z00000CGK8iAAH,a0C2z000000B59OEAS,,England,CHICKENLEY FOOD STORE,AA-0010,
a0A2z000000B0kvEAC,AAS-00001206,0012z00000CGK8jAAH,a0C2z000000B59OEAS,,England,SIDS NEWS,AA-0010,
a0A2z000000B0kwEAC,AAS-00001207,0012z00000CGK8kAAH,a0C2z000000B59OEAS,,England,SAVILE TOWN POST OFFICE,AA-0010,
a0A2z000000B0kxEAC,AAS-00001208,0012z00000CGK8lAAH,a0C2z000000B59OEAS,,England,MAKDA NEWS & CONVENIENCE STORE,AA-0010,
a0A2z000000B0kyEAC,AAS-00001209,0012z00000CGK8mAAH,a0C2z000000B59OEAS,,England,NOTAY STORES,AA-0010,
a0A2z000000B0kzEAC,AAS-00001210,0012z00000CGK8nAAH,a0C2z000000B59OEAS,,England,MULLACO FOODS,AA-0010,
a0A2z000000B0l1EAC,AAS-00001212,0012z00000CGK8pAAH,a0C2z000000B59OEAS,,England,NIKKI'S,AA-0010,
a0A2z000000B0aiEAC,AAS-00000573,0012z00000CGK3sAAH,a0C2z000000B59OEAS,,England,THE LOCAL 0161 T/A SHAHEEN LITTLE SHOP,AA-0010,
a0A2z000000B0ajEAC,AAS-00000574,0012z00000CGK3uAAH,a0C2z000000B59OEAS,,England,JAYKISHAN LTD T/A SPAR,AA-0010,
a0A2z000000B0akEAC,AAS-00000575,0012z00000CGK1NAAX,a0C2z000000B59OEAS,,England,DISCOUNT STORE,AA-0010,
a0A2z000000B0alEAC,AAS-00000576,0012z00000CGK1OAAX,a0C2z000000B59OEAS,,England,MURPHYS FISH AND CHIPS,AA-0010,
a0A2z000000B0amEAC,AAS-00000577,0012z00000CGK1PAAX,a0C2z000000B59OEAS,,England,ROBINSONS,AA-0010,
a0A2z000000B0anEAC,AAS-00000578,0012z00000CGK1QAAX,a0C2z000000B59OEAS,,England,TURTON NEWS & OFF LICENCE LIMITED,AA-0010,
a0A2z000000B0aoEAC,AAS-00000579,0012z00000CGK1RAAX,a0C2z000000B59OEAS,,England,SOUTH STREET NEWS,AA-0010,
a0A2z000000B0apEAC,AAS-00000580,0012z00000CGK1SAAX,a0C2z000000B59OEAS,,England,PATELS,AA-0010,
a0A2z000000B0aqEAC,AAS-00000581,0012z00000CGK1TAAX,a0C2z000000B59OEAS,,England,NORTH STREET POST OFFICE,AA-0010,
a0A2z000000B0arEAC,AAS-00000582,0012z00000CGK1UAAX,a0C2z000000B59OEAS,,England,ENTWISTLE,AA-0010,
a0A2z000000B0asEAC,AAS-00000583,0012z00000CGK1VAAX,a0C2z000000B59OEAS,,England,SPRINGFIELDS RETAIL LTD,AA-0010,
a0A2z000000B0atEAC,AAS-00000584,0012z00000CGK1WAAX,a0C2z000000B59OEAS,,England,TONGBARN CONVENIENCE STORE,AA-0010,
a0A2z000000B0auEAC,AAS-00000585,0012z00000CGK1XAAX,a0C2z000000B59OEAS,,England,SPAR,AA-0010,
a0A2z000000B0avEAC,AAS-00000586,0012z00000CGK1YAAX,a0C2z000000B59OEAS,,England,S S CONVENIENCE STORE,AA-0010,
a0A2z000000B0awEAC,AAS-00000587,0012z00000CGK1ZAAX,a0C2z000000B59OEAS,,England,WELCOME NEWS,AA-0010,
a0A2z000000B0axEAC,AAS-00000588,0012z00000CGK1aAAH,a0C2z000000B59OEAS,,England,LAVELLES,AA-0010,
a0A2z000000B0ayEAC,AAS-00000589,0012z00000CGK1bAAH,a0C2z000000B59OEAS,,England,ALI & SONS T/A - A & S TRADERS LTD,AA-0010,
a0A2z000000B0azEAC,AAS-00000590,0012z00000CGK1cAAH,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA,AA-0010,
a0A2z000000B0b0EAC,AAS-00000591,0012z00000CGK1dAAH,a0C2z000000B59OEAS,,England,COSMOS NEWSAGENTS,AA-0010,
a0A2z000000B0b1EAC,AAS-00000592,0012z00000CGK1eAAH,a0C2z000000B59OEAS,,England,SKS CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0b2EAC,AAS-00000593,0012z00000CGK1fAAH,a0C2z000000B59OEAS,,England,ALI FOODSTORE LIMITED,AA-0010,
a0A2z000000B0b3EAC,AAS-00000594,0012z00000CGK1gAAH,a0C2z000000B59OEAS,,England,SUTTON ROAD STORES,AA-0010,
a0A2z000000B0b4EAC,AAS-00000595,0012z00000CGK1hAAH,a0C2z000000B59OEAS,,England,GO LOCAL HIGH GREEN,AA-0010,
a0A2z000000B0b5EAC,AAS-00000596,0012z00000CGK1iAAH,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0b6EAC,AAS-00000597,0012z00000CGK1kAAH,a0C2z000000B59OEAS,,England,HOME NEED LOCAL,AA-0010,
a0A2z000000B0b7EAC,AAS-00000598,0012z00000CGK1lAAH,a0C2z000000B59OEAS,,England,GO LOCAL,AA-0010,
a0A2z000000B0b8EAC,AAS-00000599,0012z00000CGK1mAAH,a0C2z000000B59OEAS,,England,EVERYDAYZ THE BROW,AA-0010,
a0A2z000000B0b9EAC,AAS-00000600,0012z00000CGK1nAAH,a0C2z000000B59OEAS,,England,ROYAL OAK MINI MARKET,AA-0010,
a0A2z000000B0bAEAS,AAS-00000601,0012z00000CGK1oAAH,a0C2z000000B59OEAS,,England,NISA,AA-0010,
a0A2z000000B0bBEAS,AAS-00000602,0012z00000CGK1pAAH,a0C2z000000B59OEAS,,England,BRADLEY POST OFFICE & NEWS,AA-0010,
a0A2z000000B0bCEAS,AAS-00000603,0012z00000CGK1qAAH,a0C2z000000B59OEAS,,England,NORTHLINKS INVESTMENT LTD T/A TODAYS EXPRESS,AA-0010,
a0A2z000000B0bDEAS,AAS-00000604,0012z00000CGK1rAAH,a0C2z000000B59OEAS,,England,CELLAR 2,AA-0010,
a0A2z000000B0bEEAS,AAS-00000605,0012z00000CGK1sAAH,a0C2z000000B59OEAS,,England,R AND R MOTORS,AA-0010,
a0A2z000000B0bFEAS,AAS-00000606,0012z00000CGK1tAAH,a0C2z000000B59OEAS,,England,RHYTHM AND BOOZE,AA-0010,
a0A2z000000B0bGEAS,AAS-00000607,0012z00000CGK1uAAH,a0C2z000000B59OEAS,,England,ANSHNOOR SEERAT LTD T/A DAVES MINIMARKET,AA-0010,
a0A2z000000B0bHEAS,AAS-00000608,0012z00000CGK1vAAH,a0C2z000000B59OEAS,,England,MOOREND OFF LICENCE,AA-0010,
a0A2z000000B0bIEAS,AAS-00000609,0012z00000CGK1wAAH,a0C2z000000B59OEAS,,England,MAHAD STORES,AA-0010,
a0A2z000000B0bJEAS,AAS-00000610,0012z00000CGK1xAAH,a0C2z000000B59OEAS,,England,PIXIS CARIBBEAN FLAVAS,AA-0010,
a0A2z000000B0bKEAS,AAS-00000611,0012z00000CGK1yAAH,a0C2z000000B59OEAS,,England,M & S NEWSAGENTS & PO,AA-0010,
a0A2z000000B0bLEAS,AAS-00000612,0012z00000CGK1zAAH,a0C2z000000B59OEAS,,England,CEDER STORES,AA-0010,
a0A2z000000B0l2EAC,AAS-00001213,0012z00000CGK8qAAH,a0C2z000000B59OEAS,,England,RUBY FOOD NEWS & OFF LICENCE,AA-0010,
a0A2z000000B0l3EAC,AAS-00001214,0012z00000CGK8rAAH,a0C2z000000B59OEAS,,England,JHELUM SUPERSTORE,AA-0010,
a0A2z000000B0l4EAC,AAS-00001215,0012z00000CGK8sAAH,a0C2z000000B59OEAS,,England,OUTWOOD EXPRESS,AA-0010,
a0A2z000000B0l5EAC,AAS-00001216,0012z00000CGK8tAAH,a0C2z000000B59OEAS,,England,MOORHOUSE STORES,AA-0010,
a0A2z000000B0l6EAC,AAS-00001217,0012z00000CGKAhAAP,a0C2z000000B59OEAS,,England,RUBYS NEWSAGENTS,AA-0010,
a0A2z000000B0l7EAC,AAS-00001218,0012z00000CGKAiAAP,a0C2z000000B59OEAS,,England,COSTCUTTER,AA-0010,
a0A2z000000B0l8EAC,AAS-00001219,0012z00000CGKAjAAP,a0C2z000000B59OEAS,,England,GLOBAL FOOD NELSON LIMITED,AA-0010,
a0A2z000000B0l9EAC,AAS-00001220,0012z00000CGKAkAAP,a0C2z000000B59OEAS,,England,TODAYS LOCAL,AA-0010,
a0A2z000000B0lAEAS,AAS-00001221,0012z00000CGKAmAAP,a0C2z000000B59OEAS,,England,DEANS GATE,AA-0010,
a0A2z000000B0lBEAS,AAS-00001222,0012z00000CGKAnAAP,a0C2z000000B59OEAS,,England,UNITED DISCOUNTS,AA-0010,
a0A2z000000B0lDEAS,AAS-00001224,0012z00000CGKApAAP,a0C2z000000B59OEAS,,England,PREMIER MR SINGH,AA-0010,
a0A2z000000B0lEEAS,AAS-00001225,0012z00000CGKAqAAP,a0C2z000000B59OEAS,,England,MP FOOD & WINE PRESCOT,AA-0010,
a0A2z000000B0lFEAS,AAS-00001226,0012z00000CGKArAAP,a0C2z000000B59OEAS,,England,TAYYAB INDEPENDANT TRADERS T/A LOCAL BARGAINS,AA-0010,
a0A2z000000B0lGEAS,AAS-00001227,0012z00000CGKAsAAP,a0C2z000000B59OEAS,,England,FRENCHWOOD CONVENIENCE LTD,AA-0010,
a0A2z000000B0lHEAS,AAS-00001228,0012z00000CGKAtAAP,a0C2z000000B59OEAS,,England,FRUIT FRESH CORNER,AA-0010,
a0A2z000000B0lIEAS,AAS-00001229,0012z00000CGKAvAAP,a0C2z000000B59OEAS,,England,BARNETBY NEWS & OFF LICENCE,AA-0010,
a0A2z000000B0lJEAS,AAS-00001230,0012z00000CGKAwAAP,a0C2z000000B59OEAS,,England,MAMA FLO'S,AA-0010,
a0A2z000000B0lKEAS,AAS-00001231,0012z00000CGKAxAAP,a0C2z000000B59OEAS,,England,COSMOS STORE,AA-0010,
a0A2z000000B0lLEAS,AAS-00001232,0012z00000CGKAyAAP,a0C2z000000B59OEAS,,England,I B LOCAL,AA-0010,
a0A2z000000B0lMEAS,AAS-00001233,0012z00000CGKAzAAP,a0C2z000000B59OEAS,,England,GREEN APPLE,AA-0010,
a0A2z000000B0lNEAS,AAS-00001234,0012z00000CGKB0AAP,a0C2z000000B59OEAS,,England,COLLEGE STREET POST OFFICE,AA-0010,
a0A2z000000B0lOEAS,AAS-00001235,0012z00000CGKB1AAP,a0C2z000000B59OEAS,,England,SIDRA CASH & CARRY,AA-0010,
a0A2z000000B0lPEAS,AAS-00001236,0012z00000CGKB2AAP,a0C2z000000B59OEAS,,England,LADYBARN FOODSTORE,AA-0010,
a0A2z000000B0lQEAS,AAS-00001237,0012z00000CGKB3AAP,a0C2z000000B59OEAS,,England,TODAYS FOODMARKET,AA-0010,
a0A2z000000B0lREAS,AAS-00001238,0012z00000CGKB5AAP,a0C2z000000B59OEAS,,England,COLLIS FISH & CHIP SHOP,AA-0010,
a0A2z000000B0lSEAS,AAS-00001239,0012z00000CGKB6AAP,a0C2z000000B59OEAS,,England,N H FOODS,AA-0010,
a0A2z000000B0lTEAS,AAS-00001240,0012z00000CGKB7AAP,a0C2z000000B59OEAS,,England,TODAYS EXPRESS,AA-0010,
a0A2z000000B0lUEAS,AAS-00001241,0012z00000CGKB8AAP,a0C2z000000B59OEAS,,England,BOLLINGBROOK COMMUNITY STORE,AA-0010,
a0A2z000000B0lVEAS,AAS-00001242,0012z00000CGKB9AAP,a0C2z000000B59OEAS,,England,WINTON NEWS & FOOD,AA-0010,
a0A2z000000B0lWEAS,AAS-00001243,0012z00000CGKBAAA5,a0C2z000000B59OEAS,,England,SWEET EMPORIUM,AA-0010,
